wine_type,winetype_numeric,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
white,2,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4
white,2,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5
white,2,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6
white,2,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11
white,2,7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5
white,2,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12
white,2,6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4
white,2,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9
white,2,7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2
white,2,5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75
white,2,7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12
white,2,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2
white,2,6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1
white,2,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7
white,2,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9
white,2,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
white,2,7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3
white,2,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8
white,2,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1
white,2,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9
white,2,6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4
white,2,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8
white,2,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9
white,2,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5
white,2,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2
white,2,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3
white,2,4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5
white,2,6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1
white,2,6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5
white,2,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3
white,2,6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2
white,2,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7
white,2,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4
white,2,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2
white,2,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4
white,2,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2
white,2,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9
white,2,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5
white,2,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5
white,2,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3
white,2,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3
white,2,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8
white,2,8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6
white,2,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4
white,2,5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2
white,2,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5
white,2,7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1
white,2,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1
white,2,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1
white,2,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
white,2,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5
white,2,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5
white,2,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55
white,2,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8
white,2,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
white,2,6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9
white,2,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4
white,2,6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3
white,2,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4
white,2,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4
white,2,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9
white,2,6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4
white,2,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7
white,2,7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8
white,2,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9
white,2,7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11
white,2,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2
white,2,7.2,0.21,0.34,11.9,0.043,37,213,0.9962,3.09,0.5,9.6
white,2,6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3
white,2,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4
white,2,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11
white,2,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2
white,2,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9
white,2,6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9
white,2,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1
white,2,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6
white,2,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1
white,2,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4
white,2,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8
white,2,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8
white,2,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11
white,2,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2
white,2,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4
white,2,8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2
white,2,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9
white,2,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8
white,2,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9
white,2,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9
white,2,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1
white,2,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
white,2,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4
white,2,6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4
white,2,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8
white,2,6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4
white,2,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9
white,2,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9
white,2,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3
white,2,7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8
white,2,5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6
white,2,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8
white,2,9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9
white,2,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
white,2,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6
white,2,7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4
white,2,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9
white,2,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1
white,2,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5
white,2,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5
white,2,7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2
white,2,6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8
white,2,7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8
white,2,10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7
white,2,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1
white,2,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2
white,2,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8
white,2,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4
white,2,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4
white,2,6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11
white,2,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4
white,2,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7
white,2,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3
white,2,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2
white,2,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8
white,2,6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4
white,2,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8
white,2,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4
white,2,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7
white,2,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8
white,2,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1
white,2,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4
white,2,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9
white,2,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8
white,2,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9
white,2,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7
white,2,7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5
white,2,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5
white,2,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12
white,2,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12
white,2,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5
white,2,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1
white,2,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8
white,2,5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4
white,2,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3
white,2,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4
white,2,7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3
white,2,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5
white,2,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8
white,2,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9
white,2,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333
white,2,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2
white,2,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4
white,2,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4
white,2,5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11
white,2,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4
white,2,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6
white,2,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6
white,2,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2
white,2,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
white,2,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3
white,2,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5
white,2,6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4
white,2,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3
white,2,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5
white,2,6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9
white,2,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12
white,2,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1
white,2,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1
white,2,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
white,2,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5
white,2,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3
white,2,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6
white,2,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4
white,2,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5
white,2,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5
white,2,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4
white,2,6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7
white,2,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2
white,2,7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2
white,2,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5
white,2,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8
white,2,7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5
white,2,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7
white,2,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8
white,2,7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12
white,2,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7
white,2,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
white,2,7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7
white,2,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11
white,2,7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1
white,2,5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6
white,2,6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4
white,2,5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1
white,2,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4
white,2,7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7
white,2,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2
white,2,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3
white,2,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
white,2,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9
white,2,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3
white,2,6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7
white,2,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6
white,2,6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9
white,2,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2
white,2,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4
white,2,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12
white,2,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2
white,2,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6
white,2,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3
white,2,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9
white,2,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9
white,2,7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1
white,2,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10
white,2,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1
white,2,6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6
white,2,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7
white,2,6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8
white,2,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10
white,2,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6
white,2,7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4
white,2,6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8
white,2,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4
white,2,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2
white,2,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
white,2,9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5
white,2,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4
white,2,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333
white,2,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8
white,2,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8
white,2,7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7
white,2,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6
white,2,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8
white,2,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6
white,2,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1
white,2,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4
white,2,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10
white,2,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9
white,2,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8
white,2,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2
white,2,6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2
white,2,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7
white,2,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10
white,2,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4
white,2,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9
white,2,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1
white,2,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5
white,2,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2
white,2,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2
white,2,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5
white,2,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2
white,2,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5
white,2,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7
white,2,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11
white,2,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3
white,2,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4
white,2,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6
white,2,6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6
white,2,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6
white,2,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9
white,2,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6
white,2,6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1
white,2,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4
white,2,6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10
white,2,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
white,2,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10
white,2,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2
white,2,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5
white,2,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2
white,2,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4
white,2,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9
white,2,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8
white,2,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9
white,2,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3
white,2,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1
white,2,6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6
white,2,6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7
white,2,6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1
white,2,5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5
white,2,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12
white,2,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6
white,2,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11
white,2,6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15
white,2,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5
white,2,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8
white,2,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8
white,2,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3
white,2,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11
white,2,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75
white,2,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6
white,2,7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7
white,2,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5
white,2,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5
white,2,7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2
white,2,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9
white,2,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10
white,2,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4
white,2,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9
white,2,5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4
white,2,6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10
white,2,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6
white,2,6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8
white,2,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4
white,2,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2
white,2,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4
white,2,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10
white,2,7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11
white,2,9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3
white,2,7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9
white,2,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9
white,2,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7
white,2,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9
white,2,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2
white,2,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6
white,2,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
white,2,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1
