wine_type,winetype_numeric,fixed acidity,residual sugar,density,pH,sulphates,alcohol,sulphates 1=low 2=high,alcohol 1=low 2=high,fixed acidity 1=low 2=high,healthiness,quality
red,1,10.9,4.6,1.0002,3.07,0.56,11.7,2,2,2,2,2
red,1,10.9,2.8,0.9972,3.22,0.68,11.7,2,2,2,2,2
red,1,11,2,0.9979,3.3,0.71,10.5,2,2,2,2,2
red,1,11,2.1,0.998,3.31,0.88,10.5,2,2,2,2,2
red,1,11,2.55,0.997,3.18,0.61,11.8,2,2,2,2,2
red,1,11.1,1.5,0.9973,3.22,0.64,10.1,2,2,2,2,2
red,1,11.1,3.1,0.9986,3.17,0.53,10.5,2,2,2,2,2
red,1,11.1,2.7,0.9986,3.12,1.02,10.6,2,2,2,2,2
red,1,11.1,2.2,0.99572,3.02,0.83,10.9,2,2,2,2,2
red,1,11.1,2.2,0.99572,3.02,0.83,10.9,2,2,2,2,2
red,1,11.1,3.2,0.9986,3.17,0.66,11.2,2,2,2,2,2
red,1,11.1,2.65,0.99736,3.24,0.77,12.1,2,2,2,2,2
red,1,11.2,2.5,0.9993,3.06,0.72,11,2,2,2,2,2
red,1,11.2,5.15,0.9996,3.22,0.62,11.2,2,2,2,2,2
red,1,11.3,1.8,0.99734,3.15,0.57,10.5,2,2,2,2,2
red,1,11.3,2.4,0.99642,3.2,0.53,11.9,2,2,2,2,2
red,1,11.3,2.4,0.99642,3.2,0.53,11.9,2,2,2,2,2
red,1,11.3,5.2,0.9988,3.22,0.69,13.4,2,2,2,2,2
red,1,11.4,2.7,1.0006,3.13,0.7,10.2,2,2,2,2,2
red,1,11.4,2.7,0.9994,3.15,0.63,10.5,2,2,2,2,2
red,1,11.4,6.2,0.9988,3.11,0.99,13.3,2,2,2,2,2
red,1,11.5,2,0.9981,3.11,0.97,10.1,2,2,2,2,2
red,1,11.5,4,0.9996,3.28,0.97,10.1,2,2,2,2,2
red,1,11.5,4,0.9996,3.28,0.97,10.1,2,2,2,2,2
red,1,11.5,4,0.9996,3.28,0.97,10.1,2,2,2,2,2
red,1,11.5,2.6,0.99852,3.09,0.53,11,2,2,2,2,2
red,1,11.5,2.6,0.9988,3.18,0.65,11,2,2,2,2,2
red,1,11.5,2.6,0.9988,3.18,0.65,11,2,2,2,2,2
red,1,11.5,3,1.0001,3.26,0.88,11,2,2,2,2,2
red,1,11.5,3.3,1.0003,3.32,0.91,11,2,2,2,2,2
red,1,11.5,3,1.0003,3.26,1.11,11,2,2,2,2,2
red,1,11.5,4.4,0.9984,3.01,0.83,11.8,2,2,2,2,2
red,1,11.6,2.8,1.00024,3.13,0.53,10,2,2,2,2,2
red,1,11.6,1.4,0.99704,3.07,0.65,10.03333333,2,2,2,2,2
red,1,11.6,1.4,0.99704,3.07,0.65,10.03333333,2,2,2,2,2
red,1,11.6,2.1,0.998,3.21,0.67,10.2,2,2,2,2,2
red,1,11.6,2.8,1.0002,3.32,0.92,10.8,2,2,2,2,2
red,1,11.6,3.65,0.9978,3.05,0.74,11.5,2,2,2,2,2
red,1,11.7,1.7,0.99686,3.15,0.67,10.6,2,2,2,2,2
red,1,11.7,2.2,0.99974,3.21,0.69,10.9,2,2,2,2,2
red,1,11.8,1.8,0.9968,3.2,0.72,10.2,2,2,2,2,2
red,1,11.8,3.4,1.0002,3.3,0.76,10.7,2,2,2,2,2
red,1,11.8,2.1,0.9986,3.11,0.62,10.8,2,2,2,2,2
red,1,11.9,2.5,0.9992,3.05,0.56,10,2,2,2,2,2
red,1,11.9,1.9,0.998,3.09,0.63,10,2,2,2,2,2
red,1,11.9,2.7,1.0004,3.16,0.61,10.3,2,2,2,2,2
red,1,11.9,2.7,1.0004,3.16,0.61,10.3,2,2,2,2,2
red,1,11.9,2,0.9996,3.24,0.76,10.4,2,2,2,2,2
red,1,11.9,3.1,1,3.15,0.85,10.4,2,2,2,2,2
red,1,11.9,2.6,1.0006,3.12,0.78,10.7,2,2,2,2,2
red,1,11.9,2.8,0.9994,3.1,0.61,10.8,2,2,2,2,2
red,1,11.9,2.8,0.9994,3.1,0.61,10.8,2,2,2,2,2
red,1,11.9,2.15,0.9988,3.06,0.68,11.3,2,2,2,2,2
red,1,11.9,3.4,0.9992,3.17,0.84,12.2,2,2,2,2,2
red,1,11.9,2.3,0.9958,3,0.65,12.8,2,2,2,2,2
red,1,12,2,0.9997,3.1,0.76,10.3,2,2,2,2,2
red,1,12,1.4,0.99791,3.07,0.6,10.4,2,2,2,2,2
red,1,12,1.4,0.998,2.92,0.68,10.5,2,2,2,2,2
red,1,12,3,0.9996,3.18,0.63,10.8,2,2,2,2,2
red,1,12,2.1,0.99925,3.14,0.71,10.9,2,2,2,2,2
red,1,12,4.2,1.0004,3.22,0.6,13,2,2,2,2,2
red,1,12.1,2,1,3.03,0.66,10.2,2,2,2,2,2
red,1,12.2,1.4,0.9969,3.13,0.63,10.4,2,2,2,2,2
red,1,12.2,1.4,0.9969,3.13,0.63,10.4,2,2,2,2,2
red,1,12.2,2.6,1,3.1,0.61,10.5,2,2,2,2,2
red,1,12.3,3.1,0.9993,3.2,0.8,10.2,2,2,2,2,2
red,1,12.4,2.6,0.9994,3.12,0.75,10.4,2,2,2,2,2
red,1,12.4,3,1.0008,3.16,1,11.5,2,2,2,2,2
red,1,12.5,2,0.9988,2.99,0.87,10.2,2,2,2,2,2
red,1,12.5,2.6,0.9995,3.15,0.82,10.4,2,2,2,2,2
red,1,12.5,2.6,0.9996,3.1,0.73,10.5,2,2,2,2,2
red,1,12.5,2.4,0.9999,3.08,0.87,10.9,2,2,2,2,2
red,1,12.5,4.3,1.001,3.25,0.74,11.9,2,2,2,2,2
red,1,12.6,2.5,0.9992,3.07,0.82,10.3,2,2,2,2,2
red,1,12.6,2.8,0.99939,3.21,0.76,11.3,2,2,2,2,2
red,1,12.7,2.8,0.9994,3.14,0.57,11.4,2,2,2,2,2
red,1,12.7,2.8,0.9994,3.14,0.57,11.4,2,2,2,2,2
red,1,12.8,5.8,1.0022,3.07,0.73,10,2,2,2,2,2
red,1,12.8,5.8,1.0022,3.07,0.73,10,2,2,2,2,2
red,1,12.8,2.4,0.9997,3.1,0.6,10.4,2,2,2,2,2
red,1,12.8,2.6,0.9994,3.2,0.77,10.8,2,2,2,2,2
red,1,12.8,2.6,0.9994,3.2,0.77,10.8,2,2,2,2,2
red,1,12.9,2.8,1.00012,3.09,0.68,10.9,2,2,2,2,2
red,1,12.9,5.8,1.0014,3.2,0.66,12,2,2,2,2,2
red,1,13,2.6,0.9996,3.05,0.61,10.6,2,2,2,2,2
red,1,13,4.3,1.0021,3.3,0.68,12.7,2,2,2,2,2
red,1,13,4.3,1.0021,3.3,0.68,12.7,2,2,2,2,2
red,1,13.3,2.8,0.9986,3.04,0.68,11.4,2,2,2,2,2
red,1,13.5,4.8,1.0018,3.18,0.77,13,2,2,2,2,2
red,1,13.7,2.9,1.0014,3.06,0.8,10,2,2,2,2,2
red,1,13.7,2.9,1.0014,3.06,0.8,10,2,2,2,2,2
red,1,13.8,3,0.9986,3.02,0.93,12,2,2,2,2,2
red,1,14,3.8,1.0014,3.01,0.81,10.8,2,2,2,2,2
red,1,15.5,4.2,1.00315,2.92,0.74,11.1,2,2,2,2,2
red,1,15.5,4.2,1.00315,2.92,0.74,11.1,2,2,2,2,2
red,1,15.6,4.2,1.00315,2.92,0.74,11.1,2,2,2,2,2
red,1,15.6,3.7,1.0032,2.95,0.68,11.2,2,2,2,2,2
red,1,15.9,7.5,0.9976,2.98,0.84,14.9,2,2,2,2,2
red,1,5.7,1.5,0.994,3.5,0.48,9.8,1,1,1,1,1
red,1,5.9,1.7,0.99341,3.32,0.44,9.5,1,1,1,1,1
red,1,6,1.4,0.99448,3.36,0.45,9.5,1,1,1,1,1
red,1,6,1.4,0.99448,3.36,0.45,9.5,1,1,1,1,1
red,1,6,1.4,0.99448,3.36,0.45,9.5,1,1,1,1,1
red,1,6.4,3.9,0.99669,3.32,0.48,9.2,1,1,1,1,1
red,1,6.5,2,0.99554,3.36,0.48,9.4,1,1,1,1,1
red,1,6.6,4.3,0.99558,3.2,0.45,9.5,1,1,1,1,1
red,1,6.6,4.3,0.99558,3.2,0.45,9.5,1,1,1,1,1
red,1,6.8,1.8,0.99534,3.38,0.45,9.6,1,1,1,1,1
red,1,6.8,1.8,0.99529,3.12,0.49,9.6,1,1,1,1,1
red,1,7.1,2.35,0.99632,3.29,0.45,9.4,1,1,1,1,1
red,1,7.1,2,0.99694,3.45,0.48,9.4,1,1,1,1,1
red,1,7.1,2,0.99694,3.45,0.48,9.4,1,1,1,1,1
red,1,7.1,1.3,0.9942,3.17,0.48,9.8,1,1,1,1,1
red,1,7.2,2.7,0.9967,3.29,0.48,9.2,1,1,1,1,1
red,1,7.2,2.2,0.996,3.33,0.48,9.4,1,1,1,1,1
red,1,7.2,1.8,0.99587,3.34,0.39,9.5,1,1,1,1,1
red,1,7.2,1.8,0.99587,3.34,0.39,9.5,1,1,1,1,1
red,1,7.3,1.6,0.9956,3.37,0.48,9,1,1,1,1,1
red,1,7.3,7.2,0.9981,3.37,0.49,9.4,1,1,1,1,1
red,1,7.3,2,0.9961,3.33,0.47,9.5,1,1,1,1,1
red,1,7.3,2,0.9961,3.33,0.47,9.5,1,1,1,1,1
red,1,7.3,2.1,0.9966,3.39,0.47,9.6,1,1,1,1,1
red,1,7.4,7.3,0.9982,3.37,0.49,9.4,1,1,1,1,1
red,1,7.5,1.8,0.99499,3.1,0.42,9.2,1,1,1,1,1
red,1,7.5,4.1,0.99592,3.02,0.47,9.2,1,1,1,1,1
red,1,7.5,1.7,0.99494,3.1,0.4,9.3,1,1,1,1,1
red,1,7.5,2,0.99494,3.1,0.43,9.3,1,1,1,1,1
red,1,7.5,1.9,0.99672,3.34,0.49,9.7,1,1,1,1,1
red,1,7.6,2.3,0.9955,3.12,0.44,9.2,1,1,1,1,1
red,1,7.7,3.8,0.99664,3.24,0.45,9.3,1,1,1,1,1
red,1,7.7,1.6,0.9962,3.4,0.47,9.4,1,1,1,1,1
red,1,7.7,1.7,0.99596,3.16,0.49,9.4,1,1,1,1,1
red,1,7.7,1.7,0.99596,3.16,0.49,9.4,1,1,1,1,1
red,1,7.7,2.1,0.9962,3.32,0.48,9.5,1,1,1,1,1
red,1,7.7,1.9,0.9961,3.31,0.48,9.5,1,1,1,1,1
red,1,7.7,2.6,0.9976,3.39,0.49,9.7,1,1,1,1,1
red,1,7.7,1.7,0.99615,3.35,0.48,9.8,1,1,1,1,1
red,1,7.7,1.8,0.99565,3.08,0.49,9.8,1,1,1,1,1
red,1,7.7,2.2,0.9956,3.27,0.45,9.9,1,1,1,1,1
red,1,7.8,3.8,0.99668,3.26,0.46,9.2,1,1,1,1,1
red,1,7.8,1.6,0.996,3.39,0.48,9.5,1,1,1,1,1
red,1,7.8,1.6,0.995,3.16,0.46,9.8,1,1,1,1,1
red,1,7.8,1.6,0.995,3.16,0.46,9.8,1,1,1,1,1
red,1,7.9,1.8,0.9972,3.36,0.33,9.1,1,1,1,1,1
red,1,7.9,1.6,0.9964,3.3,0.46,9.4,1,1,1,1,1
red,1,8,3.4,0.99668,3.19,0.42,9.2,1,1,1,1,1
red,1,8,2.3,0.9976,3.34,0.46,9.4,1,1,1,1,1
red,1,8,2.3,0.9976,3.34,0.46,9.4,1,1,1,1,1
red,1,8,2,0.99652,3.29,0.48,9.8,1,1,1,1,1
red,1,8,2.1,0.99613,3.3,0.49,9.9,1,1,1,1,1
red,1,8,2.1,0.99613,3.3,0.49,9.9,1,1,1,1,1
red,1,8.1,3.3,0.99855,3.36,0.49,9.5,1,1,1,1,1
red,1,8.1,2.2,0.99678,3.26,0.46,9.6,1,1,1,1,1
red,1,8.1,2.5,0.99798,3.38,0.46,9.6,1,1,1,1,1
red,1,8.2,2.5,0.9978,3.3,0.47,9,1,1,1,1,1
red,1,8.2,2.3,0.9963,3.2,0.45,9.3,1,1,1,1,1
red,1,8.2,2.2,0.9978,3.37,0.46,9.6,1,1,1,1,1
red,1,8.4,2,0.9976,3.22,0.44,9.6,1,1,1,1,1
red,1,8.4,2,0.9976,3.22,0.44,9.6,1,1,1,1,1
red,1,8.4,1.7,0.99581,3.09,0.43,9.7,1,1,1,1,1
red,1,8.4,6,0.999,3.37,0.49,9.9,1,1,1,1,1
red,1,8.5,2.1,0.99733,3.13,0.48,9.2,1,1,1,1,1
red,1,8.5,2.1,0.9967,3.2,0.48,9.8,1,1,1,1,1
red,1,8.6,2.6,0.99782,3.3,0.48,9.4,1,1,1,1,1
red,1,8.6,2.4,0.9979,3.08,0.46,9.5,1,1,1,1,1
red,1,8.6,2.3,0.9979,3.4,0.48,9.9,1,1,1,1,1
red,1,8.7,3.2,0.9992,3.36,0.45,9.4,1,1,1,1,1
red,1,8.8,2.2,0.9988,3.36,0.49,9.1,1,1,1,1,1
red,1,8.8,2.2,0.9988,3.36,0.49,9.1,1,1,1,1,1
red,1,8.8,1.6,0.99694,3.32,0.47,9.4,1,1,1,1,1
red,1,8.8,1.8,0.99616,3.3,0.44,9.6,1,1,1,1,1
red,1,8.9,1.4,0.99554,3.12,0.48,9.1,1,1,1,1,1
red,1,8.9,2.5,0.99739,3.2,0.47,9.7,1,1,1,1,1
red,1,9.2,1.6,0.99576,3.15,0.49,9.9,1,1,1,1,1
red,1,9.3,2,0.99738,3.25,0.42,9.6,1,1,1,1,1
red,1,9.3,2,0.99738,3.25,0.42,9.6,1,1,1,1,1
red,1,9.8,2.3,0.998,3.25,0.48,9.4,1,1,1,1,1
red,1,5.2,1.8,0.9957,3.38,0.55,9.2,2,1,1,2,1
red,1,5.6,1.4,0.9954,3.32,0.58,9.2,2,1,1,2,1
red,1,5.6,1.6,0.9943,3.58,0.52,9.9,2,1,1,2,1
red,1,6.1,1.8,0.9955,3.42,0.57,9.4,2,1,1,2,1
red,1,6.2,1.6,0.9958,3.41,0.56,9.2,2,1,1,2,1
red,1,6.2,1.7,0.9969,3.46,0.79,9.3,2,1,1,2,1
red,1,6.2,1.6,0.9966,3.56,0.84,9.4,2,1,1,2,1
red,1,6.2,1.8,0.99633,3.52,0.6,9.5,2,1,1,2,1
red,1,6.3,1.4,0.9955,3.34,0.56,9.3,2,1,1,2,1
red,1,6.3,1.7,0.9954,3.34,0.58,9.4,2,1,1,2,1
red,1,6.4,1.6,0.9958,3.34,0.56,9.2,2,1,1,2,1
red,1,6.4,1.8,0.997,3.46,0.68,9.5,2,1,1,2,1
red,1,6.4,1.8,0.997,3.46,0.68,9.5,2,1,1,2,1
red,1,6.4,1.9,0.9974,3.57,0.62,9.8,2,1,1,2,1
red,1,6.4,1.8,0.99689,3.59,0.66,9.8,2,1,1,2,1
red,1,6.4,1.8,0.99689,3.59,0.66,9.8,2,1,1,2,1
red,1,6.4,1.8,0.99689,3.59,0.66,9.8,2,1,1,2,1
red,1,6.4,1.6,0.99689,3.58,0.66,9.8,2,1,1,2,1
red,1,6.5,1.9,0.9972,3.46,0.65,9.2,2,1,1,2,1
red,1,6.5,1.8,0.9955,3.34,0.52,9.3,2,1,1,2,1
red,1,6.5,2.4,0.99732,3.66,0.65,9.8,2,1,1,2,1
red,1,6.5,2.4,0.99732,3.66,0.65,9.8,2,1,1,2,1
red,1,6.6,2.1,0.9968,3.49,0.67,9.2,2,1,1,2,1
red,1,6.6,2.1,0.9957,3.32,0.62,9.3,2,1,1,2,1
red,1,6.6,2.2,0.9956,3.4,0.63,9.4,2,1,1,2,1
red,1,6.6,2.1,0.9955,3.39,0.64,9.4,2,1,1,2,1
red,1,6.6,2.1,0.99654,3.38,0.69,9.5,2,1,1,2,1
red,1,6.6,1.5,0.9952,3.4,0.58,9.8,2,1,1,2,1
red,1,6.6,7.9,0.9994,3.47,0.53,9.9,2,1,1,2,1
red,1,6.6,7.9,0.9994,3.47,0.53,9.9,2,1,1,2,1
red,1,6.7,1.8,0.9959,3.28,0.54,9.2,2,1,1,2,1
red,1,6.7,1.9,0.997,3.52,0.58,9.3,2,1,1,2,1
red,1,6.7,2.2,0.99524,3.1,0.53,9.7,2,1,1,2,1
red,1,6.7,2,0.9973,3.61,0.64,9.8,2,1,1,2,1
red,1,6.7,2,0.9973,3.61,0.64,9.8,2,1,1,2,1
red,1,6.8,1.9,0.9968,3.59,0.57,9.3,2,1,1,2,1
red,1,6.8,1.8,0.9971,3.54,0.58,9.3,2,1,1,2,1
red,1,6.8,1.6,0.99572,3.29,0.6,9.3,2,1,1,2,1
red,1,6.8,1.8,0.9962,3.48,0.52,9.5,2,1,1,2,1
red,1,6.8,2.1,0.9958,3.33,0.56,9.5,2,1,1,2,1
red,1,6.8,1.5,0.99525,3.42,0.6,9.5,2,1,1,2,1
red,1,6.8,3.8,0.9969,3.28,0.61,9.5,2,1,1,2,1
red,1,6.8,1.5,0.99545,3.36,0.79,9.5,2,1,1,2,1
red,1,6.8,1.7,0.9958,3.41,0.67,9.7,2,1,1,2,1
red,1,6.8,1.7,0.9958,3.41,0.67,9.7,2,1,1,2,1
red,1,6.8,1.9,0.99701,3.4,0.74,9.7,2,1,1,2,1
red,1,6.8,1.2,0.99471,3.32,0.51,9.8,2,1,1,2,1
red,1,6.8,1.8,0.9976,3.62,0.68,9.9,2,1,1,2,1
red,1,6.9,10.7,0.9993,3.45,0.52,9.4,2,1,1,2,1
red,1,6.9,3,0.9987,3.69,0.91,9.4,2,1,1,2,1
red,1,6.9,3,0.9987,3.69,0.91,9.4,2,1,1,2,1
red,1,6.9,2,0.99668,3.47,0.55,9.5,2,1,1,2,1
red,1,6.9,1.5,0.9958,3.35,0.78,9.5,2,1,1,2,1
red,1,6.9,2.1,0.99845,3.68,0.71,9.6,2,1,1,2,1
red,1,6.9,2.4,0.9968,3.43,0.63,9.7,2,1,1,2,1
red,1,6.9,1.9,0.99683,3.4,0.73,9.7,2,1,1,2,1
red,1,6.9,1.7,0.99547,3.38,0.64,9.8,2,1,1,2,1
red,1,6.9,1.9,0.99712,3.4,0.75,9.8,2,1,1,2,1
red,1,6.9,1.9,0.99712,3.4,0.75,9.8,2,1,1,2,1
red,1,6.9,2.3,0.9975,3.57,0.78,9.9,2,1,1,2,1
red,1,7,1.8,0.9978,3.48,0.53,9,2,1,1,2,1
red,1,7,1.8,0.9959,3.34,0.54,9.2,2,1,1,2,1
red,1,7,1.6,0.9961,3.34,0.55,9.2,2,1,1,2,1
red,1,7,1.6,0.99615,3.34,0.56,9.2,2,1,1,2,1
red,1,7,1.4,0.996,3.28,0.61,9.2,2,1,1,2,1
red,1,7,2,0.9963,3.25,0.63,9.2,2,1,1,2,1
red,1,7,1.5,0.9951,3.08,0.6,9.3,2,1,1,2,1
red,1,7,2,0.99565,3.35,0.6,9.4,2,1,1,2,1
red,1,7,2,0.99676,3.31,0.6,9.4,2,1,1,2,1
red,1,7,2.1,0.997,3.47,0.67,9.4,2,1,1,2,1
red,1,7,1.8,0.99588,3.22,0.59,9.5,2,1,1,2,1
red,1,7,2.7,0.998,3.55,0.6,9.5,2,1,1,2,1
red,1,7,2.1,0.9972,3.47,0.67,9.5,2,1,1,2,1
red,1,7,2.1,0.9972,3.47,0.67,9.5,2,1,1,2,1
red,1,7,2.1,0.9972,3.47,0.67,9.5,2,1,1,2,1
red,1,7,2.5,0.9969,3.48,0.56,9.6,2,1,1,2,1
red,1,7,1.9,0.99606,3.34,0.6,9.7,2,1,1,2,1
red,1,7,1.9,0.99636,3.35,0.6,9.7,2,1,1,2,1
red,1,7,2,0.9966,3.39,0.57,9.8,2,1,1,2,1
red,1,7,1.9,0.9979,3.6,0.81,9.9,2,1,1,2,1
red,1,7.1,1.8,0.997,3.44,0.6,9.1,2,1,1,2,1
red,1,7.1,2.2,0.9969,3.48,0.5,9.3,2,1,1,2,1
red,1,7.1,1.6,0.99592,3.27,0.62,9.3,2,1,1,2,1
red,1,7.1,1.9,0.9966,3.27,0.64,9.3,2,1,1,2,1
red,1,7.1,1.6,0.99693,3.44,0.5,9.4,2,1,1,2,1
red,1,7.1,1.9,0.9972,3.47,0.55,9.4,2,1,1,2,1
red,1,7.1,2,0.9963,3.28,0.62,9.4,2,1,1,2,1
red,1,7.1,1.8,0.99593,3.19,0.5,9.5,2,1,1,2,1
red,1,7.1,1.9,0.99685,3.38,0.52,9.5,2,1,1,2,1
red,1,7.1,3.9,0.9976,3.46,0.54,9.5,2,1,1,2,1
red,1,7.1,2.2,0.9965,2.94,1.62,9.5,2,1,1,2,1
red,1,7.1,2,0.99855,3.67,0.73,9.6,2,1,1,2,1
red,1,7.1,2.3,0.99744,3.55,0.53,9.7,2,1,1,2,1
red,1,7.1,2.3,0.99744,3.55,0.53,9.7,2,1,1,2,1
red,1,7.1,2.5,0.99745,3.48,0.6,9.7,2,1,1,2,1
red,1,7.1,1.8,0.99627,3.45,0.58,9.8,2,1,1,2,1
red,1,7.1,2.5,0.99746,3.55,0.59,9.8,2,1,1,2,1
red,1,7.1,2.6,0.99745,3.5,0.6,9.8,2,1,1,2,1
red,1,7.1,1.8,0.9972,3.47,0.7,9.9,2,1,1,2,1
red,1,7.1,1.8,0.9972,3.47,0.7,9.9,2,1,1,2,1
red,1,7.2,1.9,0.99675,3.37,0.58,9,2,1,1,2,1
red,1,7.2,1.9,0.99675,3.37,0.58,9,2,1,1,2,1
red,1,7.2,1.9,0.99675,3.37,0.58,9,2,1,1,2,1
red,1,7.2,1.9,0.99675,3.37,0.58,9.2,2,1,1,2,1
red,1,7.2,2,0.9972,3.48,0.64,9.2,2,1,1,2,1
red,1,7.2,2.5,0.9972,3.44,0.52,9.3,2,1,1,2,1
red,1,7.2,4,0.99641,3.25,0.51,9.4,2,1,1,2,1
red,1,7.2,2.1,0.997,3.44,0.52,9.4,2,1,1,2,1
red,1,7.2,2.1,0.997,3.44,0.52,9.4,2,1,1,2,1
red,1,7.2,2.7,0.99746,3.51,0.54,9.5,2,1,1,2,1
red,1,7.2,2.7,0.99746,3.51,0.54,9.5,2,1,1,2,1
red,1,7.2,2.5,0.99745,3.53,0.55,9.5,2,1,1,2,1
red,1,7.2,2.5,0.99745,3.53,0.55,9.5,2,1,1,2,1
red,1,7.2,1.8,0.9968,3.4,0.58,9.5,2,1,1,2,1
red,1,7.2,1.8,0.99685,3.42,0.59,9.5,2,1,1,2,1
red,1,7.2,1.8,0.99685,3.42,0.59,9.5,2,1,1,2,1
red,1,7.2,1.6,0.9972,3.36,0.7,9.6,2,1,1,2,1
red,1,7.2,2.1,0.99761,3.52,0.72,9.6,2,1,1,2,1
red,1,7.2,1.4,0.9973,3.32,0.81,9.6,2,1,1,2,1
red,1,7.2,1.4,0.9973,3.32,0.81,9.6,2,1,1,2,1
red,1,7.2,2.5,0.99746,3.51,0.53,9.7,2,1,1,2,1
red,1,7.2,2.6,0.99748,3.51,0.54,9.7,2,1,1,2,1
red,1,7.2,2.3,0.99743,3.53,0.57,9.7,2,1,1,2,1
red,1,7.2,2.3,0.99743,3.53,0.57,9.7,2,1,1,2,1
red,1,7.2,2.3,0.9993,3.67,0.8,9.7,2,1,1,2,1
red,1,7.2,2.2,0.99745,3.53,0.58,9.8,2,1,1,2,1
red,1,7.2,2,0.99609,3.29,0.51,9.9,2,1,1,2,1
red,1,7.2,2,0.99586,3.26,0.52,9.9,2,1,1,2,1
red,1,7.3,1.7,0.9962,3.3,0.57,9,2,1,1,2,1
red,1,7.3,2.5,0.998,3.49,0.52,9.2,2,1,1,2,1
red,1,7.3,1.8,0.99672,3.35,0.56,9.2,2,1,1,2,1
red,1,7.3,1.9,0.9967,3.26,0.59,9.3,2,1,1,2,1
red,1,7.3,2.4,0.9962,3.41,0.54,9.4,2,1,1,2,1
red,1,7.3,1.8,0.9969,3.16,1.14,9.4,2,1,1,2,1
red,1,7.3,1.7,0.9969,3.41,0.65,9.5,2,1,1,2,1
red,1,7.3,2.1,0.99768,3.52,0.73,9.5,2,1,1,2,1
red,1,7.3,2.1,0.99768,3.52,0.73,9.5,2,1,1,2,1
red,1,7.3,2.1,0.99705,3.31,0.55,9.7,2,1,1,2,1
red,1,7.3,1.7,0.99576,3.24,0.5,9.8,2,1,1,2,1
red,1,7.3,2,0.99584,3.28,0.52,9.9,2,1,1,2,1
red,1,7.3,2,0.9983,3.61,0.96,9.9,2,1,1,2,1
red,1,7.3,2,0.9983,3.61,0.96,9.9,2,1,1,2,1
red,1,7.4,4.4,0.9974,3.38,0.5,9,2,1,1,2,1
red,1,7.4,2,0.997,3.36,0.57,9.1,2,1,1,2,1
red,1,7.4,2,0.9972,3.34,0.55,9.2,2,1,1,2,1
red,1,7.4,2.2,0.9959,3.05,0.63,9.2,2,1,1,2,1
red,1,7.4,1.9,0.99702,3.26,0.86,9.2,2,1,1,2,1
red,1,7.4,1.9,0.9978,3.51,0.56,9.4,2,1,1,2,1
red,1,7.4,1.9,0.9978,3.51,0.56,9.4,2,1,1,2,1
red,1,7.4,1.8,0.9978,3.51,0.56,9.4,2,1,1,2,1
red,1,7.4,2,0.9957,3.15,0.57,9.4,2,1,1,2,1
red,1,7.4,5.4,0.99736,3.28,0.5,9.5,2,1,1,2,1
red,1,7.4,1.7,0.9968,3.41,0.53,9.5,2,1,1,2,1
red,1,7.4,1.6,0.996,3.39,0.54,9.5,2,1,1,2,1
red,1,7.4,5.2,0.99713,3.16,0.52,9.566666667,2,1,1,2,1
red,1,7.4,5.2,0.99713,3.16,0.52,9.6,2,1,1,2,1
red,1,7.4,1.8,0.9961,3.3,0.58,9.6,2,1,1,2,1
red,1,7.4,1.8,0.9961,3.3,0.58,9.6,2,1,1,2,1
red,1,7.4,2.6,0.99708,3.33,0.68,9.7,2,1,1,2,1
red,1,7.4,2.4,0.9979,3.43,0.76,9.7,2,1,1,2,1
red,1,7.4,2.1,0.99616,3.29,0.56,9.8,2,1,1,2,1
red,1,7.4,2.1,0.99616,3.29,0.56,9.8,2,1,1,2,1
red,1,7.4,2,0.99748,3.48,0.65,9.8,2,1,1,2,1
red,1,7.4,2,0.99748,3.48,0.65,9.8,2,1,1,2,1
red,1,7.4,1.8,0.9977,3.5,0.7,9.9,2,1,1,2,1
red,1,7.5,1.6,0.9978,3.31,0.64,9,2,1,1,2,1
red,1,7.5,3.7,0.99786,3.14,0.58,9.1,2,1,1,2,1
red,1,7.5,8.1,0.99892,3.2,0.58,9.2,2,1,1,2,1
red,1,7.5,8.1,0.99892,3.2,0.58,9.2,2,1,1,2,1
red,1,7.5,1.6,0.9965,3.34,0.58,9.4,2,1,1,2,1
red,1,7.5,5.1,0.9983,3.26,0.77,9.4,2,1,1,2,1
red,1,7.5,7,0.99915,3.38,0.77,9.4,2,1,1,2,1
red,1,7.5,1.9,0.9968,3.38,0.62,9.5,2,1,1,2,1
red,1,7.5,2.7,0.99938,3.45,0.62,9.5,2,1,1,2,1
red,1,7.5,2,0.9983,3.45,0.78,9.5,2,1,1,2,1
red,1,7.5,1.8,0.9964,3,1.59,9.5,2,1,1,2,1
red,1,7.5,1.5,0.9968,3.42,0.58,9.6,2,1,1,2,1
red,1,7.5,2.6,0.9972,3.32,0.7,9.6,2,1,1,2,1
red,1,7.5,1.9,0.9957,3.39,0.54,9.7,2,1,1,2,1
red,1,7.5,1.9,0.99612,3.3,0.53,9.8,2,1,1,2,1
red,1,7.5,1.9,0.99612,3.3,0.53,9.8,2,1,1,2,1
red,1,7.5,2,0.99616,3.26,0.58,9.8,2,1,1,2,1
red,1,7.5,2,0.99616,3.26,0.58,9.8,2,1,1,2,1
red,1,7.5,2.2,0.9963,3.28,0.59,9.8,2,1,1,2,1
red,1,7.6,1.9,0.99706,3.41,0.58,9,2,1,1,2,1
red,1,7.6,1.9,0.99706,3.41,0.58,9,2,1,1,2,1
